lon lat alt kmEast kmNorth ozone no2 pm25
-70.897504 41.645381 0.00827285194396973 341.98032573266 4612.14363642943 40.791 NA NA
-70.785225 41.330469 0.00147701394557953 350.609114467757 4576.98057212896 39.291 NA NA
-70.970816 42.474642 0.0477012901306152 337.997384328882 4704.35919396066 41.854 15.818182 5.144348
-70.817783 42.814412 0.000811468601226807 351.388413993267 4741.80836302894 41.023 9.220339 NA
-71.10229 42.770837 0.0496599540710449 328.007310336831 4737.51035739035 39.365 NA 5.564545
-72.596689 42.605816 0.0816540451049805 204.956330618981 4723.31609898466 38.872 NA 6.832759
-72.555112 42.19438 0.0745590744018555 206.453128044302 4677.47926472998 43.492 15.852778 6.1458975
-72.334079 42.298493 0.293563201904297 225.158854588437 4688.30328106881 42.784 6.042614 NA
-71.362068 42.62668 0.0418061828613281 306.305623366308 4722.06427417182 41.045 NA NA
-71.11397 42.211774 0.12692569732666 325.503805347013 4675.45301716919 43.639 10.914601 NA
-71.012129 42.065106 0.025364408493042 333.526670898592 4658.96375834882 42.429 NA 5.657822
-71.0826 42.3295 0.00759346199035645 328.413083959288 4688.46171022218 35.062 26.926471 6.102521
-71.875511 42.274319 0.289693939208984 262.87294682076 4684.23874867275 41.383 NA NA
-71.619399 42.099699 0.0766929931640625 283.39880113152 4664.1664030212 39 NA NA
-71.496361 43.566111 0.202102401733398 298.400418163174 4826.7113723884 37.169 NA 5.10678
-72.272389 42.930472 0.148273101806641 232.961729305306 4758.29083974995 37.961 NA 8.606667
-71.30375 44.270167 1.72561181640625 316.137734508788 4904.46133813931 50.232 NA NA
-71.217694 44.308167 0.486155212402344 323.120094354898 4908.49294365634 35.648 NA NA
-72.309583 43.629611 0.164055755615234 233.004714858605 4836.0596468043 35.901 NA 6.6
-71.700788 43.944519 0.287392761230469 283.261973855294 4869.25699977885 33.844 NA NA
-71.522427 42.718664 0.0742832183837891 293.460180784797 4732.6590139759 40.359 NA NA
-71.878389 42.86175 0.535066833496094 264.854411397186 4749.48214085732 43.434 NA 4.356863
-71.5145 43.2185 0.0953729476928711 295.770799734241 4788.14914326911 39.601 NA NA
-70.748017 43.075371 0.00210056662559509 357.694768354389 4770.66746106933 39.945 NA 6.610169
-70.713806 43.045278 -0.000185245543718338 360.411656016725 4767.26806376055 41.911 NA NA
-71.380172 42.862536 0.108869232177734 305.559918689681 4748.29795370716 41.852 7.297507 5.70601966666667
-74.448736 39.464872 0.00756760597229004 31.1507536492422 4382.55942071529 44.353 NA 7.0175
-73.991994 40.870436 0.00445215463638306 79.26752191111 4536.38407731458 42.995 NA NA
-75.125291 39.934446 0.00263507127761841 -23.5288868843282 4438.48243211815 46.3415 26.709497 10.257522
-74.861491 39.68425 0.0320220642089844 -2.7946799357016 4409.16733442595 47.0045 NA NA
-75.025204 39.422273 0.0190364532470703 -18.8035611768701 4380.99648895261 43.109 NA NA
-74.192892 40.720989 0.0253014602661133 61.3433358695669 4520.77238141305 39.635 31.173554 8.912931
-75.212119 39.800339 0.00744527292251587 -31.9947801853931 4424.09786909731 46.301 NA NA
-74.126081 40.67025 0.00159134292602539 66.6596411411309 4514.80419902696 43.4915 31.560907 NA
-74.806671 40.515262 0.0440942039489746 7.95783220133372 4501.17680756132 43.393 NA NA
-74.742644 40.283092 0.0356692581176758 11.705128009781 4475.0290705515 45.1755 NA NA
-74.8729 40.3125 0.0432296943664551 0.840584016822686 4479.02485173748 46.863 NA NA
-74.429439 40.462182 0.0114131965637207 39.5750257306608 4493.23697207531 45.634 21.736301 NA
-74.0051 40.277647 0.0084938440322876 74.4120447378269 4470.60820750745 44.52 NA NA
-74.676301 40.787628 0.259247344970703 20.9698917015499 4530.71065472768 42.8345 8.831461 7.395413
-74.44405 40.06483 0.0427952308654785 35.6167281431117 4449.17649980606 46.906 NA NA
-74.255544 41.058617 0.258644104003906 58.3069297868669 4558.58999398349 43.095 NA NA
-75.067815 40.92458 0.145920928955078 -11.0298678523147 4548.14658144663 37.2045 26.813031 9.096491
-71.72 41.615237 0.0626490135192871 273.373979177047 4610.63182752127 45.034 3.018595 6.069091
-71.36097 41.841039 0.0186385192871094 303.9779940461 4634.8221096446 44.821 16.966761 6.762139
-71.423705 41.49511 0.0225577411651611 297.688173751384 4596.55736015366 45.989 NA NA
-73.24984 42.88759 0.246548080444336 152.947942574718 4757.09993274521 41.904 NA 7.4075
-72.86884 44.52839 0.392869567871094 192.581119660396 4937.8467513872 40.04 NA 5.541333
-72.679923 41.771444 0.0170307426452637 194.12542900838 4630.94868603388 NA 28.380571 9.808696
-76.953426 38.89477 0.0141641902923584 -190.18898795534 4335.28566227381 NA 29.775355 11.119178
-76.84611 39.14313 0.0881513214111328 -178.468120095387 4362.0872813409 NA 30.99422 NA
-76.604603 39.297733 0.0133054571151733 -156.108519207176 4377.4839306143 NA 28.990606 9.642241
-72.590803 42.108992 0.0256781558990479 203.106378472507 4668.12022207609 NA 25.076487 7.555932
-71.097163 42.348873 0.00184630572795868 327.266233986118 4690.64242147516 NA 29.097421 6.50087
-71.056061 42.325186 0.00423468446731567 330.588160511171 4687.92947076735 NA 27.746398 6.687395
-71.794322 42.263955 0.147413223266602 269.530877801798 4682.86482034374 NA 25.397759 6.150847
-73.966212 40.853579 0.0771164245605469 81.3348116974885 4534.38789806582 NA 34.8314915 NA
-74.2005 40.757501 0.0456461868286133 60.9413003974176 4524.8660045065 NA 28.653846 NA
-74.208365 40.64144 0.00396798038482666 59.5107399995271 4512.01432533639 NA 37.380822 10.5365905
-71.405278 41.825556 0.0257721633911133 300.250872750667 4633.20506422843 NA 21.102874 NA
-71.417457 41.829495 0.0166882038116455 299.251700372295 4633.67084250712 NA 35.456657 NA
-73.2106 44.4762 0.0660490875244141 165.124838172113 4933.39432118934 NA 14.033705 7.41831
-72.982778 43.608056 0.16899040222168 178.576912973451 4836.05358977644 NA 17.341551 9.65191
-73.194722 41.170833 0.005570716381073 148.087554288392 4566.20991295154 NA NA 9.646392
-73.043611 41.550556 0.0787701416015625 162.737599393991 4607.77765804499 NA NA 8.517317
-75.518056 39.155 0.00840076637268066 -63.4236016271258 4354.26163932745 NA NA 8.025455
-75.491944 39.761111 0.0176542053222656 -56.2939048275157 4421.44799345612 NA NA 8.948246
-75.761299 39.691962 0.0554455299377441 -79.9761666895691 4415.48022108388 NA NA 9.572807
-77.034059 38.876255 0.00192409205436706 -197.378208969655 4333.84467327324 NA NA 9.315
-70.214219 44.089406 0.0492028198242188 402.797131195633 4882.51973180177 NA NA 6.132727
-68.321106 47.355332 0.183469024658203 551.270029646837 5244.87552962225 NA NA 5.864706
-68.038403 46.698422 0.15191667175293 573.516096997098 5172.10070798721 NA NA 4.189474
-68.016195 46.682299 0.13873225402832 575.236322183534 5170.33010879108 NA NA 5.902222
-70.256178 43.677994 0.00237346911430359 398.743567476165 4836.87598658037 NA NA 7.737037
-70.268965 43.660246 0.00310038590431213 397.682691735442 4834.92053495416 NA NA 9.753861
-69.786717 44.312319 0.0614535942077637 437.257421971715 4906.86329646333 NA NA 6.2389205
-70.546319 44.551419 0.155827178955078 377.178951628059 4934.28357126265 NA NA 6.808824
-68.769675 44.79886 0.00677111673355103 518.216534379723 4960.63249032912 NA NA 6.32
-76.627933 39.169533 0.0157909688949585 -159.330986898482 4363.40247788301 NA NA 9.647458
-76.68538 39.34465 0.131923553466797 -162.639887001664 4383.29301187733 NA NA 9.295798
-76.546861 39.28777 0.0294095649719238 -151.213930755169 4375.95624632851 NA NA 9.8784
-73.254108 42.448009 0.311948028564453 150.137974761003 4708.29466018241 NA NA 7.099153
-71.164413 42.698215 0.0150263805389404 322.717874609096 4729.57428960005 NA NA 5.708621
-71.0543 42.3631 0.00141431224346161 330.834986469169 4692.13602113995 NA NA 7.297394
-71.798375 42.260102 0.151915740966797 269.1825050948 4682.44793920411 NA NA 6.33913
-74.431 39.36326 0.00270011448860169 31.9964447479611 4371.18034905615 NA NA 7.785294
-73.973314 40.852256 0.0892297515869141 80.7275125208024 4534.27502472667 NA NA 9.953846
-75.050008 39.989036 0.00318433547019958 -16.677366490075 4444.10645169365 NA NA 8.986207
-75.284723 39.830806 0.0024345531463623 -37.9781954349028 4427.9190555193 NA NA 8.574074
-74.05229 40.725454 0.00672842168807983 73.2535929588812 4520.57342337374 NA NA 9.6528735
-74.031718 40.772793 0.0483594284057617 75.2940780731254 4525.73121586154 NA NA 11.390435
-74.763167 40.222411 0.0173186225891113 9.519485275888 4468.40188988687 NA NA 8.188439
-74.87266 40.31239 0.0435203323364258 0.860180910841213 4479.01127346488 NA NA 7.80339
-74.422403 40.472825 0.0213346462249756 40.2448029061388 4494.38237572575 NA NA 7.980172
-74.170447 39.994908 0.0139126586914062 58.5145087531506 4440.0141642127 NA NA 7.466954
-74.168092 40.918381 0.0172632713317871 64.7353692370094 4542.57311717132 NA NA 9.02807
-74.276174 40.603943 0.00561588287353516 53.5230360959773 4508.19224661143 NA NA 8.884483
-71.415105 41.807776 0.020509765625 299.379206158466 4631.25374540765 NA NA 6.9685805
-71.379971 41.874668 0.0232672615051269 302.503875317528 4638.59973034753 NA NA 7.770093
-73.214444 44.480278 0.0654201431274414 164.84249712954 4933.86309345253 NA NA 7.1501055
