lon lat alt kmEast kmNorth
-71.6931243636364 44.5252335454545 0.478080078125 285.993618643869 4933.74023310079
-71.6931243636364 43.7152007272727 0.251361923217773 283.047297229969 4843.76659591372
-71.6931243636364 42.9051679090909 0.237181594848633 280.144543827155 4753.80294012109
-70.6066450909091 44.5252335454545 0.378658508300781 372.330127050476 4931.46743081769
-70.6066450909091 43.7152007272727 0.0951311798095703 370.573309738873 4841.49582627768
-70.6066450909091 42.9051679090909 -0.0685829391479492 368.842506107454 4751.53601824594
-69.5201658181818 44.5252335454545 0.0971687469482422 458.665816962591 4930.343637568
-69.5201658181818 43.7152007272727 -0.107177673339844 458.097172172429 4840.37305513169
-69.5201658181818 42.9051679090909 -0.167616470336914 457.536953091783 4750.41516661731
-71.6931243636364 45.3352663636364 0.291330261230469 288.982929085813 5023.72386303863
-70.6066450909091 45.3352663636364 0.617454467773437 374.112613878376 5021.45084498898
-69.5201658181818 45.3352663636364 0.374720336914062 459.242776235117 5020.32692797731
-68.4336865454546 45.3352663636364 0.0790956573486328 544.373087943646 5020.35131200779
-68.4336865454546 44.5252335454545 0.044447338104248 545.001236640498 4930.36801879349
-68.4336865454546 43.7152007272727 -0.19643359375 545.620333306115 4840.39741406239
-67.3472072727273 45.3352663636364 0.109360694885254 629.503236926014 5021.52401443848
-67.3472072727273 44.5252335454545 -0.0424828224182129 631.336950403305 4931.54059260173
-67.3472072727273 43.7152007272727 -0.201655471801758 633.144257834367 4841.56892191147
-71.6931243636364 46.1452991818182 0.354056488037109 292.014640597423 5113.71748909941
-70.6066450909091 46.1452991818182 0.316248229980469 375.920420657121 5111.44607247832
-69.5201658181818 46.1452991818182 0.308110870361328 459.827937006528 5110.32293025655
-68.4336865454546 46.1452991818182 0.325772003173828 543.736010227138 5110.34729759727
-67.3472072727273 46.1452991818182 0.154801742553711 627.643477048099 5111.51919109607
-70.6066450909091 46.955332 0.0347851295471191 377.753192477365 5201.45310752641
-69.5201658181818 46.955332 0.252395172119141 460.421184555354 5200.33163813816
-68.4336865454546 46.955332 0.238328903198242 543.090128394547 5200.35596930503
-67.3472072727273 46.955332 0.171658126831055 625.758035910929 5201.52611684954
-70.6066450909091 47.7653648181818 0.803367919921875 379.610569145094 5291.47193492563
-69.5201658181818 47.7653648181818 0.110810394287109 461.022402440994 5290.35303518786
-68.4336865454546 47.7653648181818 0.389803741455078 542.435569220898 5290.37731072299
-67.3472072727273 47.7653648181818 0.205043807983398 623.847284090633 5291.54477657237
-73.8660829090909 43.7152007272727 0.348469085693359 107.983306558932 4851.76004297808
-73.8660829090909 42.9051679090909 0.114247329711914 102.728861237675 4761.78320883118
-73.8660829090909 42.0951350909091 0.0748217086791992 97.5539428545189 4671.80995618043
-72.7796036363636 43.7152007272727 0.640488891601563 195.517735103243 4847.18712005013
-72.7796036363636 42.9051679090909 0.539343811035156 191.440742791512 4757.21775518411
-72.7796036363636 42.0951350909091 0.0951602783203125 187.425620587386 4667.25562249576
-71.6931243636364 42.0951350909091 0.109713676452637 277.285928345449 4663.84924639789
-73.8660829090909 44.5252335454545 0.461014190673828 113.316235397803 4941.74046779259
-72.7796036363636 44.5252335454545 0.490472076416016 199.65579314362 4937.1637318508
-73.8660829090909 45.3352663636364 0.021 118.726588424025 5031.72448958677
-72.7796036363636 45.3352663636364 0.106932777404785 203.854099960517 5027.14759955999
-70.6066450909091 42.0951350909091 -0.0166833057403564 367.138054862431 4661.58798418061
-73.8660829090909 41.2851022727273 0.132626022338867 92.4595787244604 4581.84027300996
-73.8660829090909 40.4750694545455 -0.0182677345275879 87.4467798648299 4491.87414447663
-72.7796036363636 41.2851022727273 0.0251255493164062 183.473160155123 4577.30070146309
-72.7796036363636 40.4750694545455 -0.0434731521606445 179.584140305876 4487.35296582189
-71.6931243636364 41.2851022727273 -0.0358887329101562 274.472011526644 4573.90548747222
-71.6931243636364 40.4750694545455 -0.0751663436889648 271.703344851503 4483.97162815348
-70.6066450909091 41.2851022727273 -0.0243401412963867 365.460289197782 4571.65169214579
-76.0390414545454 40.4750694545455 0.119492218017578 -96.9024105236416 4504.35325982251
-76.0390414545454 39.6650366363636 0.10415113067627 -104.057997515861 4414.33086395074
-76.0390414545454 38.8550038181818 0.0181123695373535 -111.093124581894 4324.30203514251
-74.9525621818182 40.4750694545455 0.138997283935547 -4.71377187403617 4497.53921651428
-74.9525621818182 39.6650366363636 0.0392287292480469 -10.7539312656112 4407.54930402389
-74.9525621818182 38.8550038181818 -0.00870014953613281 -16.692046885612 4317.55839411048
-73.8660829090909 39.6650366363636 -0.0273617382049561 82.5165408066647 4401.91155292936
-73.8660829090909 38.8550038181818 -0.0409104385375977 77.6698394096544 4311.95247793065
-76.0390414545454 41.2851022727273 0.361941253662109 -89.6278131169879 4594.3691986273
-74.9525621818182 41.2851022727273 0.403132476806641 1.42722165065847 4587.52813124475
-77.1255207272727 39.6650366363636 0.161785598754883 -197.401398981986 4422.26252164338
-77.1255207272727 38.8550038181818 0.0725822143554687 -205.540170930589 4332.18986281124
-77.1255207272727 38.044971 0.0531500663757324 -213.538502667623 4242.10446660981
-76.0390414545455 38.044971 -0.0046067705154419 -118.006365747567 4234.26680278236
-74.9525621818182 38.044971 -0.0238423118591309 -22.5269293915844 4227.56648797747
-78.212 40.4750694545455 0.305520874023438 -281.382635164052 4521.45372779218
-78.212 39.6650366363636 0.219037002563477 -290.789676932005 4431.35163435931
-78.212 38.8550038181818 0.519915954589844 -300.039770624881 4341.22943867687
-77.1255207272727 40.4750694545455 0.121462463378906 -189.123859237958 4512.32238239258
